,title,date,type,CVE,lien,description,CVSS,EPSS,version,product,editeur,CWE,base_severity
CERTFR-2024-AVI-0619,Multiples vulnérabilités dans les produits VMware,2024-07-23,Avis,CVE-2023-23931,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0619/,"cryptography is a package designed to expose cryptographic primitives and recipes to Python developers. In affected versions `Cipher.update_into` would accept Python objects which implement the buffer protocol, but provide only immutable buffers. This would allow immutable objects (such as `bytes`) to be mutated, thus violating fundamental rules of Python and resulting in corrupted output. This now correctly raises an exception. This issue has been present since `update_into` was originally introduced in cryptography 1.8.",4.8,0.007170000,"['>=1.8, < 39.0.1']",cryptography,pyca,CWE-754,MEDIUM
CERTFR-2024-AVI-0630,Multiples vulnérabilités dans IBM QRadar,2024-07-23,Avis,CVE-2022-37601,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0630/,Prototype pollution vulnerability in function parseQuery in parseQuery.js in webpack loader-utils via the name variable in parseQuery.js. This affects all versions prior to 1.4.1 and 2.0.3.,,0.016540000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0633,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2024-07-23,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0633/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2024-AVI-0634,Multiples vulnérabilités dans les produits Apple,2024-07-29,Avis,CVE-2023-27952,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0634/,A race condition was addressed with improved locking. This issue is fixed in macOS Ventura 13.3. An app may bypass Gatekeeper checks.,,0.000560000,['unspecified'],macOS,Apple,Non disponible,LOW
CERTFR-2024-AVI-0645,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2024-07-29,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0645/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2024-AVI-0646,Multiples vulnérabilités dans les produits IBM,2024-07-26,Avis,CVE-2022-2880,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0646/,"Requests forwarded by ReverseProxy include the raw query parameters from the inbound request, including unparsable parameters rejected by net/http. This could permit query parameter smuggling when a Go proxy forwards a parameter with an unparsable value. After fix, ReverseProxy sanitizes the query parameters in the forwarded query when the outbound request's Form field is set after the ReverseProxy. Director function returns, indicating that the proxy has parsed the query parameters. Proxies which do not parse query parameters continue to forward the original query parameters unchanged.",,0.000290000,"['0', '1.19.0-0']",net/http/httputil,Go standard library,Non disponible,LOW
CERTFR-2024-AVI-0681,Multiples vulnérabilités dans Microsoft Windows,2024-08-13,Avis,CVE-2022-2601,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0681/,"A buffer overflow was found in grub_font_construct_glyph(). A malicious crafted pf2 font can lead to an overflow when calculating the max_glyph_size value, allocating a smaller than needed buffer for the glyph, this further leads to a buffer overflow and a heap based out-of-bounds write. An attacker may use this vulnerability to circumvent the secure boot mechanism.",,0.000750000,['grub2 2.06 and lower'],grub2,n/a,CWE-122,LOW
CERTFR-2024-AVI-0683,Multiples vulnérabilités dans Microsoft Azure,2024-08-13,Avis,CVE-2022-2601,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0683/,"A buffer overflow was found in grub_font_construct_glyph(). A malicious crafted pf2 font can lead to an overflow when calculating the max_glyph_size value, allocating a smaller than needed buffer for the glyph, this further leads to a buffer overflow and a heap based out-of-bounds write. An attacker may use this vulnerability to circumvent the secure boot mechanism.",,0.000750000,['grub2 2.06 and lower'],grub2,n/a,CWE-122,LOW
CERTFR-2024-AVI-0684,Multiples vulnérabilités dans les produits Microsoft,2024-08-13,Avis,CVE-2022-2601,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0684/,"A buffer overflow was found in grub_font_construct_glyph(). A malicious crafted pf2 font can lead to an overflow when calculating the max_glyph_size value, allocating a smaller than needed buffer for the glyph, this further leads to a buffer overflow and a heap based out-of-bounds write. An attacker may use this vulnerability to circumvent the secure boot mechanism.",,0.000750000,['grub2 2.06 and lower'],grub2,n/a,CWE-122,LOW
CERTFR-2024-AVI-0693,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-08-13,Avis,CVE-2023-1582,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0693/,A race problem was found in fs/proc/task_mmu.c in the memory management sub-component in the Linux kernel. This issue may allow a local attacker with user privilege to cause a denial of service.,,0.000420000,['Linux Kernel prior to Kernel 5.7 RC14'],Linux,n/a,CWE-362,LOW
CERTFR-2024-AVI-0695,Multiples vulnérabilités dans le noyau Linux de Red Hat,2024-08-13,Avis,CVE-2022-1011,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0695/,"A use-after-free flaw was found in the Linux kernel’s FUSE filesystem in the way a user triggers write(). This flaw allows a local user to gain unauthorized access to data from the FUSE filesystem, resulting in privilege escalation.",,0.000430000,['Linux kernel 5.16-rc8'],kernel,n/a,CWE-416,LOW
CERTFR-2024-AVI-0713,Multiples vulnérabilités dans les produits VMware,2024-08-22,Avis,CVE-2018-25032,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0713/,"zlib before 1.2.12 allows memory corruption when deflating (i.e., when compressing) if the input has many distant matches.",,0.000870000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0717,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-08-16,Avis,CVE-2023-1582,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0717/,A race problem was found in fs/proc/task_mmu.c in the memory management sub-component in the Linux kernel. This issue may allow a local attacker with user privilege to cause a denial of service.,,0.000420000,['Linux Kernel prior to Kernel 5.7 RC14'],Linux,n/a,CWE-362,LOW
CERTFR-2024-AVI-0750,Multiples vulnérabilités dans les produits IBM,2024-09-04,Avis,CVE-2021-23727,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0750/,"This affects the package celery before 5.2.2. It by default trusts the messages and metadata stored in backends (result stores). When reading task metadata from the backend, the data is deserialized. Given that an attacker can gain access to, or somehow manipulate the metadata within a celery backend, they could trigger a stored command injection vulnerability and potentially gain further access to the system.",7.5,0.005350000,['unspecified'],celery,n/a,Non disponible,HIGH
CERTFR-2024-AVI-0781,Multiples vulnérabilités dans les produits Juniper Networks,2024-09-13,Avis,CVE-2023-0216,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0781/,"An invalid pointer dereference on read can be triggered when an
application tries to load malformed PKCS7 data with the
d2i_PKCS7(), d2i_PKCS7_bio() or d2i_PKCS7_fp() functions.

The result of the dereference is an application crash which could
lead to a denial of service attack. The TLS implementation in OpenSSL
does not call this function however third party applications might
call these functions on untrusted data.

",,0.001870000,['3.0.0'],OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2024-AVI-0799,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2024-09-18,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0799/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2024-AVI-0800,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-09-19,Avis,CVE-2023-1582,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0800/,A race problem was found in fs/proc/task_mmu.c in the memory management sub-component in the Linux kernel. This issue may allow a local attacker with user privilege to cause a denial of service.,,0.000420000,['Linux Kernel prior to Kernel 5.7 RC14'],Linux,n/a,CWE-362,LOW
CERTFR-2024-AVI-0822,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-09-23,Avis,CVE-2022-4382,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0822/,A use-after-free flaw caused by a race among the superblock operations in the gadgetfs Linux driver was found. It could be triggered by yanking out a device that is running the gadgetfs side.,,0.000800000,['unknown'],Linux kernel,n/a,CWE-416,LOW
CERTFR-2024-AVI-0840,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-09-30,Avis,CVE-2023-1582,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0840/,A race problem was found in fs/proc/task_mmu.c in the memory management sub-component in the Linux kernel. This issue may allow a local attacker with user privilege to cause a denial of service.,,0.000420000,['Linux Kernel prior to Kernel 5.7 RC14'],Linux,n/a,CWE-362,LOW
CERTFR-2024-AVI-0841,Multiples vulnérabilités dans les produits IBM,2024-09-30,Avis,CVE-2022-42004,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0841/,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.",,0.002190000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0866,Multiples vulnérabilités dans les produits Juniper Networks,2024-10-09,Avis,CVE-2023-0662,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0866/,"In PHP 8.0.X before 8.0.28, 8.1.X before 8.1.16 and 8.2.X before 8.2.3, excessive number of parts in HTTP form upload can cause high resource consumption and excessive number of log entries. This can cause denial of service on the affected server by exhausting CPU resources or disk space. ",7.5,0.000640000,"['8.0.x', '8.1.x', '8.2.x']",PHP,PHP Group,CWE-400,HIGH
CERTFR-2024-AVI-0873,Multiples vulnérabilités dans les produits IBM,2024-10-04,Avis,CVE-2022-24999,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0873/,"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",,0.033950000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0890,Multiples vulnérabilités dans les produits Atlassian,2024-10-15,Avis,CVE-2022-31129,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0890/,"moment is a JavaScript date library for parsing, validating, manipulating, and formatting dates. Affected versions of moment were found to use an inefficient parsing algorithm. Specifically using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs. Users may notice a noticeable slowdown is observed with inputs above 10k characters. Users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks. The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking. Users are advised to upgrade. Users unable to upgrade should consider limiting date lengths accepted from user input.",7.5,0.004310000,"[' >= 2.18.0, < 2.29.4']",moment,moment,CWE-400,HIGH
CERTFR-2024-AVI-0903,Multiples vulnérabilités dans les produits IBM,2024-10-14,Avis,CVE-2020-26137,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0903/,"urllib3 before 1.25.9 allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR and LF control characters in the first argument of putrequest(). NOTE: this is similar to CVE-2020-26116.",,0.002150000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0915,Multiples vulnérabilités dans les produits Centreon,2024-10-01,Avis,CVE-2022-31160,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0915/,"jQuery UI is a curated set of user interface interactions, effects, widgets, and themes built on top of jQuery. Versions prior to 1.13.2 are potentially vulnerable to cross-site scripting. Initializing a checkboxradio widget on an input enclosed within a label makes that parent label contents considered as the input label. Calling `.checkboxradio( ""refresh"" )` on such a widget and the initial HTML contained encoded HTML entities will make them erroneously get decoded. This can lead to potentially executing JavaScript code. The bug has been patched in jQuery UI 1.13.2. To remediate the issue, someone who can change the initial HTML can wrap all the non-input contents of the `label` in a `span`.",6.1,0.002990000,['< 1.13.2'],jquery-ui,jquery,CWE-79,MEDIUM
CERTFR-2024-AVI-0923,Multiples vulnérabilités dans les produits IBM,2024-10-24,Avis,CVE-2021-44906,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0923/,"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",,0.011340000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-0939,Multiples vulnérabilités dans les produits IBM,2024-10-30,Avis,CVE-2022-3509,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0939/,"A parsing issue similar to CVE-2022-3171, but with textformat in protobuf-java core and lite versions prior to 3.21.7, 3.20.3, 3.19.6 and 3.16.3 can lead to a denial of service attack. Inputs containing multiple instances of non-repeated embedded messages with repeated or unknown fields causes objects to be converted back-n-forth between mutable and immutable forms, resulting in potentially long garbage collection pauses. We recommend updating to the versions mentioned above.",7.5,0.000710000,"['3.21.0', '3.20.0', '3.19.0', '3.16.0']",ProtocolBuffers,Google,Non disponible,HIGH
CERTFR-2024-AVI-0940,Multiples vulnérabilités dans les produits Moxa,2024-11-01,Avis,CVE-2021-23017,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0940/,"A security issue in nginx resolver was identified, which might allow an attacker who is able to forge UDP packets from the DNS server to cause 1-byte memory overwrite, resulting in worker process crash or potential other impact.",,0.433230000,"['Nginx Web Server versions 0.6.18 thru 1.20.0 before 1.20.1, Nginx plus versions R13 thru R23 before R23 P1. Nginx plus version R24 before R24 P1']","Nginx Web Server, Nginx Plus",n/a,CWE-193,LOW
CERTFR-2024-AVI-0958,Multiples vulnérabilités dans les produits IBM,2024-11-01,Avis,CVE-2023-23931,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0958/,"cryptography is a package designed to expose cryptographic primitives and recipes to Python developers. In affected versions `Cipher.update_into` would accept Python objects which implement the buffer protocol, but provide only immutable buffers. This would allow immutable objects (such as `bytes`) to be mutated, thus violating fundamental rules of Python and resulting in corrupted output. This now correctly raises an exception. This issue has been present since `update_into` was originally introduced in cryptography 1.8.",4.8,0.007170000,"['>=1.8, < 39.0.1']",cryptography,pyca,CWE-754,MEDIUM
CERTFR-2024-AVI-0959,Multiples vulnérabilités dans les produits NetApp,2024-11-08,Avis,CVE-2023-24998,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0959/,"Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads.




Note that, like all of the file upload limits, the
          new configuration option (FileUploadBase#setFileCountMax) is not
          enabled by default and must be explicitly configured.


",,0.016020000,"['11.0.0-M1', '10.0.0-M1', '9.0.0-M1', '8.5.0']",Apache Tomcat,Apache Software Foundation,CWE-770,LOW
CERTFR-2024-AVI-0999,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-11-13,Avis,CVE-2022-3435,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0999/,A vulnerability classified as problematic has been found in Linux Kernel. This affects the function fib_nh_match of the file net/ipv4/fib_semantics.c of the component IPv4 Handler. The manipulation leads to out-of-bounds read. It is possible to initiate the attack remotely. It is recommended to apply a patch to fix this issue. The identifier VDB-210357 was assigned to this vulnerability.,4.3,0.000730000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2024-AVI-1018,Multiples vulnérabilités dans les produits Qnap,2024-11-23,Avis,CVE-2020-14145,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1018/,The client side in OpenSSH 5.7 through 8.4 has an Observable Discrepancy leading to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to target initial connection attempts (where no host key for the server has been cached by the client). NOTE: some reports state that 8.5 and 8.6 are also affected.,,0.002330000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-1032,Multiples vulnérabilités dans le noyau Linux de Red Hat,2024-11-26,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1032/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2024-AVI-1033,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-11-27,Avis,CVE-2022-3435,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1033/,A vulnerability classified as problematic has been found in Linux Kernel. This affects the function fib_nh_match of the file net/ipv4/fib_semantics.c of the component IPv4 Handler. The manipulation leads to out-of-bounds read. It is possible to initiate the attack remotely. It is recommended to apply a patch to fix this issue. The identifier VDB-210357 was assigned to this vulnerability.,4.3,0.000730000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2024-AVI-1048,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-11-28,Avis,CVE-2022-3435,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1048/,A vulnerability classified as problematic has been found in Linux Kernel. This affects the function fib_nh_match of the file net/ipv4/fib_semantics.c of the component IPv4 Handler. The manipulation leads to out-of-bounds read. It is possible to initiate the attack remotely. It is recommended to apply a patch to fix this issue. The identifier VDB-210357 was assigned to this vulnerability.,4.3,0.000730000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2024-AVI-1050,Multiples vulnérabilités dans le noyau Linux de Red Hat,2024-12-04,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1050/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2024-AVI-1051,Multiples vulnérabilités dans les produits IBM,2024-12-06,Avis,CVE-2022-32212,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1051/,"A OS Command Injection vulnerability exists in Node.js versions <14.20.0, <16.20.0, <18.5.0 due to an insufficient IsAllowedHost check that can easily be bypassed because IsIPAddress does not properly check if an IP address is invalid before making DBS requests allowing rebinding attacks.",,0.001080000,"['Fixed in 14.20.1+, 16.17.1+,18.9.1+']",https://github.com/nodejs/node,n/a,CWE-284,LOW
CERTFR-2024-AVI-1067,Multiples vulnérabilités dans les produits Atlassian,2024-12-10,Avis,CVE-2022-3517,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1067/,"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",,0.001890000,['minimatch versions prior to 3.0.5'],minimatch,n/a,CWE-400,LOW
CERTFR-2024-AVI-1080,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2024-12-12,Avis,CVE-2022-24448,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1080/,"An issue was discovered in fs/nfs/dir.c in the Linux kernel before 5.16.5. If an application sets the O_DIRECTORY flag, and tries to open a regular file, nfs_atomic_open() performs a regular lookup. If a regular file is found, ENOTDIR should occur, but the server instead returns uninitialized data in the file descriptor.",,0.000490000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-1081,Multiples vulnérabilités dans les produits IBM,2024-12-09,Avis,CVE-2022-31160,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1081/,"jQuery UI is a curated set of user interface interactions, effects, widgets, and themes built on top of jQuery. Versions prior to 1.13.2 are potentially vulnerable to cross-site scripting. Initializing a checkboxradio widget on an input enclosed within a label makes that parent label contents considered as the input label. Calling `.checkboxradio( ""refresh"" )` on such a widget and the initial HTML contained encoded HTML entities will make them erroneously get decoded. This can lead to potentially executing JavaScript code. The bug has been patched in jQuery UI 1.13.2. To remediate the issue, someone who can change the initial HTML can wrap all the non-input contents of the `label` in a `span`.",6.1,0.002990000,['< 1.13.2'],jquery-ui,jquery,CWE-79,MEDIUM
CERTFR-2024-AVI-1101,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2024-12-17,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1101/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2024-AVI-1102,Multiples vulnérabilités dans le noyau Linux de SUSE,2024-12-17,Avis,CVE-2022-3435,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1102/,A vulnerability classified as problematic has been found in Linux Kernel. This affects the function fib_nh_match of the file net/ipv4/fib_semantics.c of the component IPv4 Handler. The manipulation leads to out-of-bounds read. It is possible to initiate the attack remotely. It is recommended to apply a patch to fix this issue. The identifier VDB-210357 was assigned to this vulnerability.,4.3,0.000730000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2024-AVI-1103,Multiples vulnérabilités dans les produits IBM,2024-12-17,Avis,CVE-2022-22827,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1103/,storeAtts in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.,,0.004300000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2024-AVI-1108,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2024-12-20,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-1108/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2025-AVI-0003,Multiples vulnérabilités dans les produits IBM,2025-01-02,Avis,CVE-2022-41723,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0003/,"A maliciously crafted HTTP/2 stream could cause excessive CPU consumption in the HPACK decoder, sufficient to cause a denial of service from a small number of small requests.",,0.002290000,['0'],golang.org/x/net/http2/hpack,golang.org/x/net,Non disponible,LOW
CERTFR-2025-AVI-0014,Multiples vulnérabilités dans les produits Ivanti,2025-01-08,Avis,CVE-2025-0282,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0014/,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.5, Ivanti Policy Secure before version 22.7R1.2, and Ivanti Neurons for ZTA gateways before version 22.7R2.3 allows a remote unauthenticated attacker to achieve remote code execution.",9,0.019460000,['22.7R2'],Neurons for ZTA gateways,Ivanti,CWE-121,CRITICAL
CERTFR-2025-AVI-0018,Multiples vulnérabilités dans les produits Juniper Networks,2025-01-08,Avis,CVE-2020-11022,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0018/,"In jQuery versions greater than or equal to 1.2 and before 3.5.0, passing HTML from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",6.9,0.087630000,"['>= 1.2, < 3.5.0']",jQuery,jquery,CWE-79,MEDIUM
CERTFR-2025-AVI-0021,Multiples vulnérabilités dans les produits IBM,2025-01-07,Avis,CVE-2021-21290,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0021/,"Netty is an open-source, asynchronous event-driven network application framework for rapid development of maintainable high performance protocol servers & clients. In Netty before version 4.1.59.Final there is a vulnerability on Unix-like systems involving an insecure temp file. When netty's multipart decoders are used local information disclosure can occur via the local system temporary directory if temporary storing uploads on the disk is enabled. On unix-like systems, the temporary directory is shared between all user. As such, writing to this directory using APIs that do not explicitly set the file/directory permissions can lead to information disclosure. Of note, this does not impact modern MacOS Operating Systems. The method ""File.createTempFile"" on unix-like systems creates a random file, but, by default will create this file with the permissions ""-rw-r--r--"". Thus, if sensitive information is written to this file, other local users can read this information. This is the case in netty's ""AbstractDiskHttpData"" is vulnerable. This has been fixed in version 4.1.59.Final. As a workaround, one may specify your own ""java.io.tmpdir"" when you start the JVM or use ""DefaultHttpDataFactory.setBaseDir(...)"" to set the directory to something that is only readable by the current user.",6.2,0.000210000,['< 4.1.59.Final'],netty,netty,CWE-378,MEDIUM
CERTFR-2025-AVI-0022,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2025-01-07,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0022/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
CERTFR-2025-AVI-0030,Multiples vulnérabilités dans les produits Fortinet,2025-01-14,Avis,CVE-2024-50566,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0030/,"A improper neutralization of special elements used in an os command ('os command injection') in Fortinet FortiManager versions 7.6.0 through 7.6.1, versions 7.4.5 through 7.4.0, and versions 7.2.1 through 7.2.8, FortiManager Cloud versions 7.6.0 through 7.6.1, versions 7.4.0 through 7.4.4, and versions 7.2.2 through 7.2.7 may allow an authenticated remote attacker to execute unauthorized code via FGFM crafted requests.",7.2,0.871460000,"['7.6.0', '7.4.0', '7.2.1']",FortiManager,Fortinet,CWE-78,HIGH
CERTFR-2025-AVI-0046,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,2025-01-10,Avis,CVE-2022-38096,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2025-AVI-0046/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000170000,['v4.20-rc1'],kernel,Linux,CWE-476,MEDIUM
